SentenceID	English	Arabic	SentenceType	SwitchTranslation	Comment
A-11247	Follow my instructions. Nothing more, nothing less.	نفذوا تعليماتي لا شيء أكثر ولا شيء أقل	B-M!	نفذن تعليماتي لا شيء أكثر ولا شيء أقل	
A-11248	Follow my lead.	إتبعيني وحسب	B-F	إتبعني وحسب	
A-11249	Follow the printing process I want them posted by tomorrow	تابع عملية الطباعة بنفسك أريد أن أبدأ التوزيع منذ الغد	B-M	تابعي عملية الطباعة بنفسك أريد أن أبدأ التوزيع منذ الغد	
A-11250	Fool me once, right?	تعرف		HARD	Ambigious (2nd/3rd) تعرف
A-11251	Foolish me.	يالحمقاتي	B-N		
A-11252	Football gets me a scholarship, which gets me to college, where I can study music.	وعندها سألتحق بالجامعة ، حيث يمكنني دراسة الموسيقى	B-N		
A-11253	For 30 years, Duke's has been my home away from home.	ل 30 سنة ، الدوق كان بيتي بعيدا عن البيت .	B-N		Bad translation
A-11254	For God's sake, I was eight years old.	فقد كنت في الثامنة من عمري	B-N		
A-11255	For God's sake, give me something to drink.	لأجل الله ، أعطني شيء اشربة	B-M	لأجل الله ، أعطيني شيء اشربة	
A-11256	For Leo's sake, we can't let Shaw know about this, but if he's not dying, I'm gonna kill him myself.	من اجل مصلحة ليو لا ينبغي أن نجعل شو يعرف بخصوص هذا ولكن إن لم يكن يموت فسأقتله بنفسي		HARD	
A-11257	For What It's Worth, I Keep My Floors Incredibly Clean.	لأهمية الأمر أبقي أرضيتي نقية دائما	B-N		
A-11258	For a kid. My dad's a good teacher.	والدى معلم جيد .	B-N		
A-11259	For a little walk. I know somewhere nice and quiet where we can play.	لنتمشى انا اعرف مكان جميل و هادئ يمكننا ان نلعب فية		HARD	
A-11260	For a minute there, I thought I wasn't gonna have a place to stay tonight.	خلت أنني لن أجد مكانا أبيت فيه الليلة	B-N		
A-11261	For a moment there, I thought I might have changed some minds.	للحظة هناك ، ظننت ربما غيرت بعض الآراء	B-N		
A-11262	For a moment, I was Melaniee, wasn't I?	للحظة ، انا ميلاني ، اليس كذلك ؟	B-N		
A-11263	For a second there, I wasn't sure I had the right son.	اوه للحظة ظننت اني لست متأكد اني حصلت على الابن الصحيح ما الذي تريده يا ابي ؟	B-S		
A-11264	For a second, I thought I was feeling better, but I'm not.	للحظة ظننت انني سعيدة لكن الآن لست كذلك	F-N	للحظة ظننت انني سعيد لكن الآن لست كذلك	
A-11265	For a second, Ms. Groves, I thought all might be lost.	للحظة واحدة آنسة غروفز تخيلت أننا خسرنا كل شيء		HARD	آنسة
A-11266	For a time, I thought we might be able to help the living.	لبعض الوقت ، واعتقدت نحن قد تكون قادرة على مساعدة الأحياء .		HARD	
A-11267	For a while, I didn't know how to feel nothing.	لبرهة من الوقت لم أعرف كيف أشعر بأي شيء	B-N		
A-11268	For all I know, it's just a coincidence.	كل ما أعرفه أنه مجرد صدفه .	B-N		
A-11269	For all the vital things I had to get and reach and yet there is only one great thing, the only thing to live to see the great day that dawns and the light that fills the world.	صبوت لنيل كل الأشياء المفعمة بالحياة ، لكن ثمة شيء عظيم واحد ، واحدلاثانيله :	B-S		واحدلاثانيله
A-11270	For all this I have chosen to remain in rags as the French Revolution bore me,	لكل هذا إخترت البقاء في هذه الثورة كما حملتني الثورة الفرنسية	B-N		
A-11271	For choir practice, I know.	لممارسة جوقة ، وأنا أعلم .	B-N		
A-11272	For details, talk to my agency.	لمزيد من التفاصيل ، تحدث مع وكالتي	B-M	لمزيد من التفاصيل ، تحدثي مع وكالتي	
A-11273	For example, I am literally thunderstruck.	. أعطيك مثال . أنا بالفعل مصعوق	M-B	. أعطيك مثال . أنا بالفعل مصعوقة	
A-11274	For example, I smell freshly mown grass, and new parchment, and spearmint toothpaste.	فعلى سبيلالمثال ، أنا أشم رائحة عشب مقطع . وورق كتابة جديد ومعجون أسنان برائحة النعناع .	B-S		سبيلالمثال
A-11275	For example, I want the armoire.	مثلا ، انا . . . أريد الصندوق .	B-N		
A-11276	For hanging in there, keeping me going.	وقوفك بجانبي تشجيعي	B-B		
A-11277	For having his year-long freak-out, but I get it now.	لأخذه مدة سنة تقريبا فزع ، لكني أفهمها الآن	B-N		
A-11278	For his sake, I hope so.	أتمنى ذلك من أجل صحته	B-N		
A-11279	For hours. Fortunately, I couldn't understand most of it because Sheldon was wearing that stupid robot mask.	لساعات ، لحسن الحظ ، لم أفهم معظهما لأن " شيلدون " كان يرتدي قناع الآلي الغبي	B-S		معظهما
A-11280	For making me feel safe.	أن أكون معك تهدئني .	B-M	أن أكون معك تهدئيني .	
A-11281	For me it's just a nice way to displace krigsnederlaget on,	بالنسبة لي ، أراها طريقة جيدة لتجنب الإعتراف بفشلهم في الحرب	B-N		
A-11282	For me to be able to go out into the world and know that I'm actually from the same community, and that here's Mike, a guy from Burnaby, growing up with his family, and he's done so much for himself and his family,	بالنسبة لي أن تكون قادرة على الخروج إلى العالم وأعلم أنني في الواقع من المجتمع نفسه ، وهنا مايك ، رجل من برنابي ، يكبر مع عائلته ،	B-N		
A-11283	For me to speak to my brother.	أراد أن أتحدث مع أخي	B-N		
A-11284	For me!	! من أجلي	B-N		
A-11285	For me, America is a first-rate place.	" أعتبر ( أميركا ) بلدا من الدرجة الأولى "	B-N		
A-11286	For me, at least.	بالنسبة لي على الأقل .	B-N		
A-11287	For me, for -- for -- for my benefit?	لأجلي ، لأجل . . . لأجل . . . لأجل مصلحتي ؟	B-N		
A-11288	For me, gum is perfection.	بالنسبة لي ، اللبانة هي الكمال .	B-N		
A-11289	For me, it was learning to play the trombone.	يالنسبه إلي كانت تعلم الترومبون	B-S		يالنسبه
A-11290	For me, it was very personal, and I started building up this wall, because people kept asking questions, especially this one,	بالنسبة لي ، كان شخصي جدا ، و بدأت بناء هذا الجدار ، لأن الناس تبقى طرح الأسئلة ، و خاصة هذا واحد ،	B-N		
A-11291	For me, it's been most painful.	إنه أمرلا يحتمل	N-N		
A-11292	For me, it's gettin' high and listen' to freakin' Slayer.	بالنسبة لي إنها الثمالة والاستماع إلى سلاير الغريب	B-N		
A-11293	For me, it's gonna take a whole lot of this.	بالنسبة لي ، سيتطلب الأمر الكثير من هذا	B-N		
A-11294	For me, it's my dead grandma.	بالنسبة لي انها جدتي المتوفاه	B-N		
A-11295	For me, it's, like, when I'm sad, I wanna have sex...	بالنسبة لي ، أنها ، مثل ، عندما أكون حزينة ، أريد أن يكون الجنس . . .	F-N	بالنسبة لي ، أنها ، مثل ، عندما أكون حزينا ، أريد أن يكون الجنس . . .	Bad translation
A-11296	For me, it's... it's something else.	بالنسبة لي ، إنه . . . إنه شيء آخر .	B-N		
A-11297	For me, that's a lot of thought.	بالنسبة لي ، وهذا هو الكثير من التفكير .	B-N		
A-11298	For me?	لي أنا .	B-N		
A-11299	For me?	من أجلي الأمر بسيط	B-N		
A-11300	For methadone, I need to see prescription.	لتأخذي دواء ، يجب أن أرى وصفة طبية	B-F	لتأخذ دواء ، يجب أن أرى وصفة طبية	
A-11301	For my birth mom.	من اجل امي " بالميلاد " .	B-N		Bad translation
A-11302	For my mother?	لأجل والدتي ؟	B-N		
A-11303	For my next trick, i will need a volunteer.	لخدعتي القادمة أحتاج لمتطوع	B-N		
A-11304	For my own edification, of course.	من أجل تثقيفي بالطبع	B-N		
A-11305	For my own peace of mind.	شيء خاص بي	B-N		
A-11306	For my plan to work, we need to give Chris what he wants.	للعمل على خطتى نحتاج لآعطاء كريس ما يريده		HARD	
A-11307	For myself, for Katniss,	وعن نفسي و نيابة عن . كاتنيس	B-N		
A-11308	For not telling me what a limp dick I am for taking the scenic route.	لعدم اخبارى عن خطورة هذا الطريق .	B-N		
A-11309	For once I was excited to go down to the jail, 'cause it meant I got to see Ruby again.	في هذه المرة فقط كنت متحمسا للذهاب إلى السجن لأن ذلك يعني بأني سأرى ( روبي ) مرة أخرى	M-N	في هذه المرة فقط كنت متحمسة للذهاب إلى السجن لأن ذلك يعني بأني سأرى ( روبي ) مرة أخرى	
A-11310	For once, I actually feel glad Steve's got all this surveillance stuff. - What? - All these cameras.	يبدو من الجيد أن نرى هذه التجهيزات ماذا ؟	B!-N		
A-11311	For once, I agree with Ms. Dodd.	لمرة أنا أتفق مع سيدة " دود " وعلى أي حال	B-N		
A-11312	For once... Here I come... Bearing Treats!	لأول مرة ، هاأنا قادم ومعي هدايا	M-N	لأول مرة ، هاأنا قادمة ومعي هدايا	هاأنا
A-11313	For one of the poorer regions of the country, so I went to Bangladesh to help administer it, but when the shipment arrived...	حتى الأشخاص الذين من المقترض بهم أن يكونوا أصدقائى يقولون أننى قد أكون قتلتها بالفعل ومن ثم رأيت سيارات الشرطة هناك	B-N		المقترض >>> المفترض
A-11314	For security reasons, I thought it best to stash them here until we can find out who or what they are.	لأسباب أمنية . وضعتهم هنا . . . حتى نتمكن من معرفة . . .		HARD	
A-11315	For six months I laid on that couch, poured my heart out.	ل 6 أشهر جلست علي تلك الأريكة أسكب قلبي	B-N		
A-11316	For six years I've been searching for this secret.	لمدة 6 سنوات كنا نبحث عن هذا السر	B!-N		
A-11317	For some reason, my leg's been hurting a lot this week.	لسبب ما ، ساقي كانت تؤلمني كثيرا هذا الأسبوع	B-N		
A-11318	For some reason... that woman has taken a serious dislike to me.	لسبب ما تلك المرأة تبغضني جدا	B-N		
A-11319	For someone like me.	من اجل شخص مثلي	B-N		
A-11320	For starters, I love this lady.	ولنبدأ بأني أحب هذه السيدة		HARD	
A-11321	For telling me the truth.	لأنك قلت لي الحقيقة	B-B		
A-11322	For that reason, I suggest a change in the Quitting test we had today.	لهذا السبب ، أقترح تغيير اختيار الانسحاب الذي خضعنا له اليوم		HARD	
A-11323	For that size I will need red ink	بهذا الحجم سأحتاج للحبر الأحمر	B-N		
A-11324	For the first time I've got a life.	لأول مرة اجد لدي حياة أعيشها	B-N		
A-11325	For the first time, I am worried about someone else other than myself.	لأول مرة ، أنا قلق بشأن شخص آخر غير نفسي	M-N	لأول مرة ، أنا قلقة بشأن شخص آخر غير نفسي	
A-11326	For the first time, when I wake up...	إنها المرة الأولى ، عندما استيقظت	B-N		
A-11327	For the good of this country, I should resign.	لابد أن أستقيل لمصلحة هذا البلد	B-N		
A-11328	For the last 28 years every piece of clothing I have sewn has carried the name Eleanor Waldorf.	منذ 28 عام ، كل ما أخيطه يحمل اسم " إلينور والدورف "	B-N		
A-11329	For the last eight years, it's true, I have worked against people like Lockhart/Gardner and worked to demolish class actions like this one, and I was paid handsomely for it.	طوال السنوات الثماني الماضية بالفعل كنت الممثل القانوني ضد مؤسسات قانويية مثل وكنت أحاول جاهدا التخلص من أية دعاوى قضائية بهذا الشكل	B-S		قانويية
A-11330	For the last five years, I always went to Gore Vidal's for dinner and Pictionary.	للسنوات الخمس الماضية ، كنت أذهب لزيارة الفنان ( غور فيدال ) لأجل عشاء وجلسة تصور .	B-N		
A-11331	For the last time I have a favor to ask.	" . . لآخرمرة أطلبمنك معروفا "	B-S		لآخرمرة - أطلبمنك
A-11332	For the last time, I'm pretty sure... what's killing the crops is this Brawndo stuff.	لأخر مرة ، انا متأكد جدا . . . الذي يقتل المحاصيل هذ الشىء المدعو براندو .	M-N	لأخر مرة ، انا متأكدة جدا . . . الذي يقتل المحاصيل هذ الشىء المدعو براندو .	
A-11333	For the last time, fucking leave me alone!	للمرة الأخيرة ، دعني وشأني بحق الجحيم !	B-M	للمرة الأخيرة ، دعيني وشأني بحق الجحيم !	
A-11334	For the last time, mate, Holmes did not abduct me.	للمرة الأخيرة ، ميت ، لم هولمز لا اختطاف لي .	B-N		Bad translation
A-11335	For the life of me, I just couldn't see any grass on the soles of his shoe	أحلم بها طوال الوقت لم اجد أي عشب في عقب الحذاء	B-N		
A-11336	For the past 20 years, I have been enthusiastically researching the mystery of the Brown Mountain lights.	في السنوات ال 20 الماضية . . . كنت " متحمس " . . . بالتحقيق في سر أضواء ( جبل براون )	M-N	في السنوات ال 20 الماضية . . . كنت " متحمسة " . . . بالتحقيق في سر أضواء ( جبل براون )	
