SentenceID	English	Arabic	SentenceType	Switch Translation	Comment
C-7168	I mean, to interrupt you and your man.	أنت ورجلك .		HARD	CONJ
C-7169	I mean, to tell you the truth, I just hope he's okay.	أنا أخبرك بالحقيقة فأنا بخير تماما	B-B		
C-7170	I mean, uh... you don't exactly have the best, uh, track record... now, do you?	اعني ، . . . انك ليس لديك الرقم المسجل الافضل . . . الان ، اليس كذلك ؟	B-B		
C-7171	I mean, we both know that's what you are, right?	أنا الشيء الوحيد الذي تخاف منه أليس كذلك ؟	B-M	أنا الشيء الوحيد الذي تخافين منه أليس كذلك ؟	
C-7172	I mean, we eat. Aah! Here, you have it.	أعني ، مالذي نأكله ؟ خذها	B-S		مالذي
C-7173	I mean, what are you going to do, write a book?	أعني ما الذي ستفعله بعد ذلك هل ستؤلف كتابا ؟	B-M	أعني ما الذي ستفعلينه بعد ذلك هل ستؤلفين كتابا ؟	
C-7174	I mean, what are you trying to say?	ما الذى تقولونه بالظبط ؟	B-S		بالظبط
C-7175	I mean, what did you do?	أعنى ، ماذا فعلت ؟	B-B		
C-7176	I mean, what do you think they'll do?	الوقت متأخر عن هذا لابد أن ساعتك متأخرة هذه الساعة تشير إلى 12 ونصف كذلك	B-B		
C-7177	I mean, what happened to you, Jules?	اقصد ، ماذا حدث لكي ياجولز ؟	B-F	اقصد ، ماذا حدث لك ياجولز ؟	لكي ياجولز
C-7178	I mean, what is it? I took your advice...	لقد اخذت بنصيحتك	B-B		
C-7179	I mean, what more do you want?	أقصد ، أكثر مما تريدين أنت ؟	B-F	أقصد ، أكثر مما تريد أنت ؟	
C-7180	I mean, what's down there for you?	أعني ، ماذا يوجد في الأسفل بالنسبة إليك ؟	B-B		
C-7181	I mean, what's your backup plan, John?	أعني ، ماهي خطتك الاحتياطية ، جون ؟	B-B		ماهي
C-7182	I mean, what, your dreams are subtitled?	أعني ، هل كان للحلم ترجمة ؟	B-N		
C-7183	I mean, when you were just standin' there.	أقصد ، ، أنت واقف هناك	B-M	أقصد ، ، أنت واقفة هناك	
C-7184	I mean, where's your head?	أعني ، أين توجهك ؟	B-B		
C-7185	I mean, who are you?	أعني من أنت ؟	B-B		
C-7186	I mean, who the hell do they think they are, ruining your life like this, telling you that you're meant to watch after Pandora's box?	أعني ، من يعتقدون أنفسهم ، أن يحطموا حياتك هكذا يقولوا أنه مقدر لك أن تراقبي صندوق " باندورا " ؟	B-F	أعني ، من يعتقدون أنفسهم ، أن يحطموا حياتك هكذا يقولوا أنه مقدر لك أن تراقب صندوق " باندورا " ؟	
C-7187	I mean, why couldn't you get Mr. litchfield out of that car?	أقصد ، كيف لم يسعك إخراج السيد ( ليتشفيلد ) من السيارة ؟	B-B		
C-7188	I mean, why don't you just come on in and watch the Lakers game with me?	و قرع جرس منزلي في الوقت الذي يحلو لكم ؟ أعني ، لم لا تدخلون	B-M!	و قرع جرس منزلي في الوقت الذي يحلو لكن ؟ أعني ، لم لا تدخلن	
C-7189	I mean, why not me, you know?	لماذا لم أكن واحدة منهن ؟	F-N	لماذا لم أكن واحدا منهم ؟	
C-7190	I mean, why would I dream that you're a killer?	اعني ، لم قد أحلم بأنك قاتل ؟	B-M	اعني ، لم قد أحلم بأنك قاتلة ؟	
C-7191	I mean, with that object... they still won't be able to harm you.	- أعني مع ذلك الغرض . . . - ما زلن عاجزات عن إيذائك	B-B		
C-7192	I mean, would you do it again?	اعني هل لو عاد بك الزمن ستفعلينه مرة اخرى ؟	B-F	اعني هل لو عاد بك الزمن ستفعله مرة اخرى ؟	
C-7193	I mean, wouldn't you rather be with someone... from new york?	( أعني أليس من الأحرى أن تكون مع شخص من . . . ( نيويورك	B-M	( أعني أليس من الأحرى أن تكوني مع شخص من . . . ( نيويورك	
C-7194	I mean, y-y-you got the big glasses there...	لديك النظارات الكبيرة	N-B		
C-7195	I mean, you are the one that told me denial was the route to take.	أنت من أخبرني أن الإنكار هو ما يجب فعله هنا	B-M	أنت من أخبرتني أن الإنكار هو ما يجب فعله هنا	
C-7196	I mean, you are... You are trying to say something with all of these, right?	أعني انت تحاول قول شيء بهذه الأشياء . .	B-M	أعني انت تحاولين قول شيء بهذه الأشياء . .	
C-7197	I mean, you can really feel that they're close relatives to us.	بوسعكم الشعور بمدى قربهم لنا	B!-M!	بوسعكن الشعور بمدى قربهم لنا	
C-7198	I mean, you cannot imagine the pain that I put myself through.	وجهي بالكامل أنا أعني لا يمكننك تخيل الألم	B-S		يمكننك
C-7199	I mean, you closing our doors.	أعني ، تقومين بإغلاق أبوابنا .		HARD	
C-7200	I mean, you could be balder than Jeremy Piven was 15 years ago, and I'd still love ya.	أعني ، بامكانك ان تكون أصلع من ( جيمي بوفون ) منذ 15 سنة ، وسأزل أحبك	B-M	أعني ، بامكانك ان تكوني أصلع من ( جيمي بوفون ) منذ 15 سنة ، وسأزل أحبك	
C-7201	I mean, you could try, but you're gonna lose him.	أعني ، يمكنك المحاولة ، لكنك ستخسرينه	B-F	أعني ، يمكنك المحاولة ، لكنك ستخسره	
C-7202	I mean, you do want to take back your city, right?	أعنى ، أننا سوف نستعيد مدينتكم ، أليس كذلك ؟		HARD	
C-7203	I mean, you do what you can to improve it, but it's not...	اعني ، تفعل ماتقدر عليه لتحسينها ولكنها ليست	B-M	اعني ، تفعل ما تقدرين عليه لتحسينها ولكنها ليست	ماتقدر
C-7204	I mean, you do. You're a doer.	أقصد أنك تفعلين ، أنت فعالة	B-F	أقصد أنك تفعل ، أنت فعال	
C-7205	I mean, you don't have to dance.	أعني . . . لست مضطرة للرقص .	B-F	أعني . . . لست مضطرا للرقص .	
C-7206	I mean, you don't understand.	كارين جعلتني أسوأ		HARD	Ambigious (2nd/3rd) جعلتني
C-7207	I mean, you get confessions with this thing?	ولكن هل نجح معك ؟ أعني ، هل تحصل على الاعترافات بهذا الشيء ؟	B-M	ولكن هل نجح معك ؟ أعني ، هل تحصلين على الاعترافات بهذا الشيء ؟	
C-7208	I mean, you got married four times.	أعني ، لقد تزوجت أربعة مرات .	B-B		
C-7209	I mean, you got to be in shape, right?	اعني ، بإنه يجب ان تكون مهيأ ، صحيح ؟	B-M	اعني ، بإنه يجب ان تكوني مهيأة ، صحيح ؟	
C-7210	I mean, you hardly let it face you.	أعني انت بالكاد تسمح له بأن يتغلب عليك	B-M	أعني انت بالكاد تسمحي له بأن يتغلب عليك	
C-7211	I mean, you have the zenith of deception and people go to jail for that.	لديك ذروة الخداع والناس يذهبون للسجن لأجل ذلك	N-B		
C-7212	I mean, you have to be careful.	أعني ، عليك أن تكون حذرا .	B-M	أعني ، عليك أن تكوني حذرة .	
C-7213	I mean, you have to get over this. Nothing happened.	أعني ، يجب عليك تخطي الأمر .	B-B		
C-7214	I mean, you hear stories about people being completely surprised. And you've seen Lindsay, right?	أعني ، تسمع قصصا عن الناس يجري فوجئت تماما .	B-B		Bad translation
C-7215	I mean, you heard your mom, we make a great team!	أعنى ، أنك سمعت والدتك وهى تقول ، أننا أصبحنا فريق عظيم		HARD	
C-7216	I mean, you just, you know, you just tell me what to do, you don't have to pay me.	أعني ، أنت تعرف ، أخبرني فقط ماذا أفعل و لا يجب عليك أن تدفع لي	B-M	أعني ، أنت تعرفين ، أخبريني فقط ماذا أفعل و لا يجب عليك أن تدفعي لي	
C-7217	I mean, you kind of can't.	يصعب شرح أمر كهذا له .	N-N		
C-7218	I mean, you kind of had my shit, too, yo.	أقصد ، لقد كنت تفهم هرائي ، أيضا يا هذا	B-M	أقصد ، لقد كنت تفهمين هرائي ، أيضا يا هذه	
C-7219	I mean, you know not, like, outside of the shower or anything.	أعني ، تعلم ليس خارج الحمام أو شيء من هذا القبيل	B-M	أعني ، تعلمين ليس خارج الحمام أو شيء من هذا القبيل	
C-7220	I mean, you know what you look like?	أجل ! ( دي ) ، أنت تأكلين كعكة من القمامة وتدخنين ؟	B-F	أجل ! ( دي ) ، أنت تأكل كعكة من القمامة وتدخن ؟	
C-7221	I mean, you know, just like Annie said, kids come first, and I need to be with them.	( اقصد . . تعرفين . . تماما كما قالت ( اني	B-F	( اقصد . . تعرف . . تماما كما قالت ( اني	
C-7222	I mean, you know, when you're enacting a role, usually you dress accordingly.	أعني ، أنت تعلم عندما تمثل دورا عليك أن تلبس ما يليق بهذا الدور	B-M	أعني ، أنت تعلمين عندما تمثلين دورا عليك أن تلبسي ما يليق بهذا الدور	
C-7223	I mean, you listened to Cece's message 100 times.	لرسالة ( سيسي ) 100 مرة	N-N		
C-7224	I mean, you make him sound invincible.	أعني ، أنت تجعله يبدو خارقا	B-M	أعني ، أنت تجعلينه يبدو خارقا	
C-7225	I mean, you might not have a choice here.	ربما ليس لديك خيار	N-B		
C-7226	I mean, you put in this?	أعني ، ماذا وضعت بهذه ؟	B-B		
C-7227	I mean, you quit once.	لقد اسقلت مره .	B-S		اسقلت
C-7228	I mean, you really inspired me, like...	أعني ، أنت حقا الهمتني مثل	B-B		
C-7229	I mean, you saw guns?	أعني ، أنك رأيت أسلحة ؟	B-B		
C-7230	I mean, you tell me how fasting, meditation, and chanting can alter, in any way, your neurochemistry.	ان تخبرني كيف اصوم و التأمل و الترتيل يمكن التغيير ، على أي حال فرع علم الاعصاب غير معقول	B-M	ان تخبريني كيف اصوم و التأمل و الترتيل يمكن التغيير ، على أي حال فرع علم الاعصاب غير معقول	Bad translation
C-7231	I mean, you tell me.	أعني ، قولي لي .	B-F	أعني ، قل لي .	
C-7232	I mean, you think that you can just shit on people?	أعني ، هل تعتقد بأنك تستطيع أن تحتقر الناس ؟	B-M	أعني ، هل تعتقدين بأنك تستطيعين أن تحتقري الناس ؟	
C-7233	I mean, you think you know someone.	أقصد ، إنك قد تظن بأنك تعرف شخص ما	B-M	أقصد ، إنك قد تظنين بأنك تعرفين شخص ما	
C-7234	I mean, you took this place and made it yours.	أعني ، كنت أخذت هذا مكان وجعلت لك .	B-B		
C-7235	I mean, you totally could.	أعني ، يمكنك الذهاب	B-B		
C-7236	I mean, you turned my life upside down. You leave, you show no remorse, and then you go after my girlfriend.	فإنك قلبت حياتي رأسا على عقب ، ثم غادرتني ولا تبدين ذرة ندم .	B-F	فإنك قلبت حياتي رأسا على عقب ، ثم غادرتني ولا تبدي ذرة ندم .	
C-7237	I mean, you were-- you were pretty annoying.	أعني ، كنت . . . .	B-B		
