SentenceID	English	Arabic	SentenceType	SwitchTranslation	Comment
A-251	"Secrets I learned at breakfast"?	" الحبوب هي الجائزة ، وأسرار إدارية أخرى تعلمتها على الإفطار "	B-N		
A-252	"Security just dropped me off in the desert.	" أوصلني رجال الأمن للتو إلى الصحراء . "	B-N		
A-253	"See through my eyes..."	" انظر من خلال عيناي "	B-M	" انظري من خلال عيناي "	
A-254	"She loves me. What are we waiting for?"	و هي تحبني ماذا ننتظر ؟ "		HARD	
A-255	"Simon killed me."	ذراعاي تؤلماني بعض الشيء الآن 0	B-N		Bad translation
A-256	"So did my heart.	وكذلك قلبي ،	B-N		
A-257	"So sue me."	إرفع قضية علي	B-M	إرفعي قضية علي	
A-258	"Stick my photon"	" ضع صورتي . . "	B-M	" ضعي صورتي . . "	
A-259	"Still, I gave Wickham the inheritance my father left.	( وبالرغم من هذا ، فقد أعطيت ( ويكهام . . . ميراث والدي الباقي	B-N		
A-260	"Sure, I bet she goes all the time"	" من المؤكد ان أراهن ان تذهب في كل وقت "	B-N		
A-261	"That it be I who am assigned"?	" أن أكون أنا من يتم توكيله " ؟	B-N		
A-262	"That last one fucked up my roof."	آخر واحد هذا نسف سقف منزلي	B-N		
A-263	"The Lord is my Shepherd,	" الرب راعي . . .	B-N		
A-264	"The eyes, my son."	" العيون يا بني "	B-M	" العيون يا بنيتي "	
A-265	"The love I have to hide	الحب الذى يجب ان اخفيه	B-N		
A-266	"The most important people in New York are my guests."	" اهم الناس فى نيو يورك هم ضيوفى "	B-N		
A-267	"The third time this week. " Of course I did.	" للمرة الثالثة هذا الاسبوع " بالطبع سمحت لها	B-N		
A-268	"Then I got caught and had pictures taken of my tiny penis,	" ثم حصلت على واقعة وكان الصور اتخذت من قضيبي صغير ،		HARD	
A-269	"There is no particular sign that I'm more compatible with."	لا توجد خطيئة معينة ولكن أنا اكثر توافق معك	B-B		
A-270	"This memory of us kept me alive.	هذه الذاكرة منا أبقتني على قيد الحياة		HARD	
A-271	"Though I am old with wandering...	" بالرغم من أني عجوز وأهيم . . .	B-N		عجوز MASC and FEM
A-272	"Tread carefully in my dreams."	" اخط في أحلامي بحذر " .	B-N		
A-273	"Uh, "I guess I gambled and cheated on account of my dishonesty."	" أظنني قامرت وتهربت بسبب فسادي " .	B-N		
A-274	"Violence never accomplishes anything, my fellow Americans."	" أن العنف لم يسبق له أن حقق أي شيء يا أعزائي الأمريكان . "		HARD	
A-275	"Well, all the odds are They're in my favor	#حسنا كل الاحتمالات في صالحي #	B-N		
A-276	"Well, before I bring her, I need to know	" حسنا ، قبل أن أحمل لها ، أريد أن أعرف	B-N		
A-277	"Well, there's two there, there's only one person in me,	وربما تقول السيارة ان هناك اثنان على الرصيف وراكب واحد على متني		HARD	Bad translation
A-278	"Were it not for Bhagwati-bhai, I would've broken his skull"	لم تكن الفرصة سانحة من أجل ( بهجواتى - باى ) ، كنت سأحطم جمجمته . - كيرو ) . . .	B-B		
A-279	"What I gotta do, Sir Ass Motherfucker?"	ماذا ساعمل ، السيد الوغد ؟ "	B-M	ماذا ساعمل ، السيدة الوغد ؟ "	
A-280	"What am I doing to myself and to my wife?	" ماذا افعل لنفسي ولزوجتي ؟ "	B-N		
A-281	"What am I living for?"a	لماذا خلقت ؟	B-N		
A-282	"What does she think she knows about me?	ما رأيها بي ؟ "	B-N		
A-283	"What has happened to me? I have lost my heart. "	" ما حدث لي لقد فقدت قلبي ؟ "	B-N		
A-284	"What is it they are intended to blind me to in the present?"	ما المقصود منهم لصرف نظري عن الحاضر ؟	B-N		
A-285	"What turn has my story taken"	" الذي أخذ دور قصتي "	B-N		
A-286	"What's the problem?" I haven't got a problem.	مالمشكلة ؟ ليس لدي مشكلة	B-N		
A-287	"When I first got here I expected the mood to be bleak, but more than anything, people seemed energized and angry."	عندما وصلت لهنا ، توقعت أن تكون الأمور كئيبة لكن ، على العكس . . بدى الجميع متحفزا و غاضبا	B-N		
A-288	"When I get back to England, I want to own my own pub."	" عندما أعود إلى انجلترا . . أريد امتلاك حانتي الخاصة "	B-N		
A-289	"Whenever I watch a film, my heart goes.."	بينما أشاهد الفيلم فقلبي يدق دقا قائلا	B-N		
A-290	"Where am I?	" أين أنا ؟	B-N		
A-291	"Where in Mission Hills can I buy the morning after pill?"	" يا له من مكان ، في تلال بعثة . . . بيع حبوب منع الحمل الصباح بعد ؟ "		HARD	
A-292	"Which I is I?"	" من هو أنا " ؟		HARD	
A-293	"Whiskey's" next, man, I can feel it in my bones.	الخطوة التالية مسرح " ويسكي " يا رجل متأكد من ذلك حتي النخاع		HARD	متأكد Ambigious (it refers for man or for the pronoun I)
A-294	"Whoever lives by believing in me will never die."	أولئك الذين يؤمنون بي ، لن يموتوا أبدا .	B-N		
A-295	"Why do I avoid the roads	" لماذا يمكنني تجنب الطرق	B-N		
A-296	"Without thinking I said, I'm a doctor."	بلا تفكير قلت ، " أنا طبيب "	M-N	بلا تفكير قلت ، " أنا طبيبة "	
A-297	"Yee doggies, I'd love to!"	أحب ذلك	B-N		
A-298	"Yes, I can see now."	نعم . . . . يمكننى الآن أن أرى	B-N		
A-299	"Yet herein will I imitate the sun who doth permit the base contagious clouds to smother up his beauty from the world.	" ولكن بهذة الطريقة سأصبح كالشمس التي تسمح للسحب اللئيمة الملوثة بإخفاء جمالها عن العالم .	B-N		
A-300	"and I know what it is to have plenty.	" وأعرف أيضا أن أستفضل "	B-N		Bad translation
A-301	"and I'm not very confident and I'm not very good."	وانهم لايشعرون انهم واثقون وان الامور لن تسير على مايرام	N-N		
A-302	"and love shall tame that haughty soul... yes, tenderest love for me."	" والحب سيروض تلك الروح الجامحة . . . " " أجل ، أرق حبا لي . "	B-N		
A-303	"and my desires now have a face"	أصبح لوجودي معنى	B-N		
A-304	"and the courage to change the things I can... "and the wisdom to know the difference."	والشجاعة لتغيير الأمور التي أستطيع تغييرها والحكمة لمعرفة الفرق	B-N		
A-305	"and the world's a fucking mess and I just wanna...	" والعالم الداعر الفوضى وأريد أن فقط . . .	B-N		Bad translation
A-306	"and told me to spell words to show how I'm a good speller.	و أمرتني بتهجي الكلمات لتريها كم أنا جيد في الهجاء		HARD	Ambigious (2nd/3rd) وأمرتني
A-307	"and twixt thy stones glimpsed I the truth." "All things must pass, thy face, my youth."	وفى رأيت أنا الحقيقة كل شىء إلى زوال ، وجهك و شبابى	B-N		Bad translation
A-308	"and who created excellent distractions so I could shoplift at Forever 21."	والتي ابتكرت وسائل إلهاء ممتازة " " ( كي أسرق من ( إلى الأبد 21	B-N		Bad translation
A-309	"and will, to the best of my ability..."	" . . . و أني الى أفضل ما بوسعي "	B-N		Bad translation
A-310	"as though of hemlock I had drunk,	كما لو إني كنت في حالة سكر	B-N		
A-311	"but I decided to go for one that was cheap and cheerful!"	" ولكن قررت أن أذهب لأحد وكان ذلك رخيصة والبهجة ! "	B-N		
A-312	"but a TV does not get into our house! " So. That I consider ridiculous.	" مع أنهم لا يملكون تلفاز . " هذه ، هي السخافة .	N-N		
A-313	"call me"?	\ " اتصل بي \ " ؟	B-M	\ " اتصلي بي \ " ؟	
A-314	"exposed herself to me on the job and seduced me into a sexual affair."	وكشفت نفسها لي خلال العمل * أي تعرت من ملابسها * " وأغرتني لتكون بيننا علاقة جنسية		HARD	
A-315	"for thou art with me...	لأنك معي . . .	B-B		
A-316	"from that old Willows place. I want...	عن مكان الصفصاف القديم هذا	N-N		
A-317	"is why i'd like to audition for tgs."	" لهذا أود تقديم نفسي لإنتقاء عرض الفتيات "	B-N		
A-318	"kind of amazing that I found it"	" مدهش نوعا ما ماوجدته "	B-N		ماوجدته
A-319	"losing my love has left me to complaint"	" فقدت حبي ولم يتبقى لي إلا الشكوى "	B-N		
A-320	"my dad was totally my hero until this very moment	" أبي كان بطلي حتى هذه اللحظة	B-N		
A-321	"so I can put it on my face real quick."	" حتى أتمكن من وضعه على وجهي الحقيقي سريع . "	B-N		
A-322	"so help me God. "	" وليساعدني الرب على ذلك "	B-N		
A-323	"that Karen's husband Paul nailed me last Saturday.	أن زوج كارين بول قام بمضاجعتى السبت الماضى	B-N		
A-324	"though if there was a blizzard, I understand.	ومع ذلك ، لو كان الجو عاصف فسأتفهم . . .	B-N		
A-325	"well, I guess not all doctors made a's."	بينما انا في المستشفى ، أمي وجدتي كانوا يجلسوا بجواري حيث جدتي قالت : أظن ان ليس كل الأطباء بارعين في العلم	B-N		
A-326	"when he and I would take our guilty to our guilty in guilty valley."	" عندما كنا نأخذ ذنوبنا إلى ذنوبنا في وادي الذنوب " .	B!-N		
A-327	"whose children are the same age as me and have the same interests.	والذى أولادة فى نفس عمرى . ولديهم نفس الأهتمامات		HARD	أولادة
A-328	"yeah, it makes me a bad guy because I was."	" أجل ، إنها تجعلني شخص سيء لأني كنت كذلك "	B-N		
A-329	#'Cause I'm the king #	. لأنني أنا الملك . لأنني أنا الملك	M-N	. لأنني أنا الملكة . لأنني أنا الملكة	
A-330	#And I started to walk	#وبدأت بالمشي #	B-N		
A-331	#And yet I am happy, and live at my ease #	" ورغم ذلك أنا سعيد وأحيا مطمئن البال "	M-N	" ورغم ذلك أنا سعيدة وأحيا مطمئنة البال "	
A-332	#But I'm quite all right hiding tonight	لكنني متخفي بشكل جيد . . الليلة #	M-N	لكنني متخفية بشكل جيد . . الليلة #	
A-333	#But season's turnin' around for me now #	" ولكن انقلبت فصولي الآن "	B-N		
A-334	#Come buy my bags full of crumbs	تاتي ومعها حقيبة مليئة بالفتات	N-N		
A-335	#I can't sleep	#أنا لا أستطيع النوم #	B-N		
A-336	#I cannot put my finger on it now	ولا استطيع ان اتلمسها الان	B-N		
A-337	#I feel the traffic rushing by	أشعر بالحركة مندفعة #	B-N		
A-338	#I just want to go in and see my friend Romeo in there Hiya	مرحبا	B-N		
A-339	#I love my friends, bananas are yellow #	أنا أحب أصدقائي ، الموز أصفر	B-N		
A-340	#I wouldn't dance for another!	لن أرقص مع أحد آخر	B-N		
A-341	#I'll beat my head till dawn	سأشغل عقلي حتى الفجر	B-N		
A-342	#I'm having a me party A party by myself	في حفلتي الخاصة ؟ ؟ لدي حفلة خاصة بي ؟	B-N		
A-343	#I'm kinda likeJesusBut not in a sacrilegious way ##	" أنا مثل شخص عظيم نوعا ما لكن ليس بطريقة سيئة "	B-N		
A-344	#I'm not in love	#لست في حالة حب	B-N		
A-345	#Love all over me #	اقذف على	B-M	اقذفي على	
A-346	#Make me know #	#اجعلني أعلم #	B-M	#اجعليني أعلم #	
A-347	#Maybe next time he'll think before he cheatsI should be on Glee.	" يجب أن أكون في " غلي	B-N		Bad Translation
A-348	#Nothing in the world can drive me away #	#لا شيء في العالم يمكنه ابعادي #	B-N		
A-349	#Some place I never been before #	#مكانا لم اكن فيه قبلا #	B-N		
A-350	#That deep down inside...So I guess the car made it back to the city?	قطعت السيارة مسافة الطريق للمدينة ؟	N-N		Bad Translation
A-351	#There were no mirrors in my nana's house #	#لم يكن هناك مرايا في بيت نينز #	N-N		
A-352	#There's a wild wind blowingDown the corner of my street	هناك رياح برية تهب * * في نهاية شارعي	B-N		
