B-213	(Elder) The alchemist has given you a great power, and you use it on your own kind.	الحكماء منحوك قوة عظيمة ، وأنتي استخدمتها ضد بني جنسك .	N-F	الحكماء منحوك قوة عظيمة ، وأنت استخدمتها ضد بني جنسك .	
B-214	(Frank) Get going. Peck will brief you on the way.	لك ذلك ، ( بيك ) ستخبرك بكل شيء في الطريق .	N-B		
B-215	(IN NORMAL VOICE) Now why don't you just go and fuck yourself in your own asshole?	الآن لم لا تذهب وتلعن نفسك في متسكعك الخاص ؟	N-M	الآن لم لا تذهبين وتلعنين نفسك في متسكعك الخاص ؟	
B-216	(Jack) You're not going anywhere.	لن تذهب لأى مكان	N-M	لن تذهبي لأى مكان	
B-217	(Karen) Promise you won't get mad.	( كارين ) وعد أنك لن تحصل على جنون .	N-M	( كارين ) وعد أنك لن تحصلي على جنون .	
B-218	(Kate) We won't know that to be a fact till after you write.	لن تعرف الحقيقة إلا بعد مراسلتهم	N-M	لن تعرفي الحقيقة إلا بعد مراسلتهم	
B-219	(Logan) Max, you gotta go.	( ماكس ) يجب أن تخرجي .	N-F	( ماكس ) يجب أن تخرج .	
B-220	(Lowered Voice) How Do You Think Dad Even Got His Visa?	كيف تعتقدين بان ابي حصل على تاشيرة الدخول ؟	B-F	كيف تعتقد بان ابي حصل على تاشيرة الدخول ؟	
B-221	(Number Six) Save yourself.	أنقذى نفسك	N-F	أنقذ نفسك	
B-222	(Philippe) Thank you, Señor Parra.	شكرا يا سيد بارا .	B-M	شكرا يا سيدة بارا .	
B-223	(Rattles door) Which one of you has the key?	من منكم لديه المفتاح ؟	N-M!	من منكن لديها المفتاح ؟	
B-224	(Reese) Think you can intercept them before someone else does?	أتعتقد أن بإمكانك اعتراض سبيلهما قبلما يفعل أحد آخر ذلك ؟	N-M	أتعتقدين أن بإمكانك اعتراض سبيلهما قبلما يفعل أحد آخر ذلك ؟	
B-225	(SCOFFS) Yeah, right, Foxxy. How you plan on doing that?	أجل ، صحيح ، يا ( فوكسي ) وكيف تخططين لفعل هذا ؟	B-F	أجل ، صحيح ، يا ( فوكسي ) وكيف تخطط لفعل هذا ؟	
B-226	(Sean) Whoa. Are you the computer guy?	هل انت مصلح الكمبيوتر ؟	N-M	هل انت مصلحة الكمبيوتر ؟	
B-227	(Taryn) Same thing as you.	نفس الشئ الذي تفعلونه	N-M!	نفس الشئ الذي تفعلنه	
B-228	(Tristen) You two are crazy! Shh, shh, shh! Listen.	أنتم مجانين		HARD	مجانين
B-229	(William) You helped in that slaughter.	( وليام ) لقد ساعدتم في هذا الذبح .		HARD	
B-230	(You're a woman, aren't you? )	أنت مرأة ، أليس كذلك ؟	N-F	أنت رجل، أليس كذلك ؟	
B-231	(Your fight is over)	( معركة الخاص بك هو أكثر من ذلك )	N-B		
B-232	(applause) thank you. Thank you.	شكرا شكرا	B-N		
B-233	(chuckles) You're not alone.	لست بمفردك .	N-B		
B-234	(chuckles) you see, in the old days,	هل تري ذلك ، في الايام القديمة	N-M	هل ترين ذلك ، في الايام القديمة	spelling error تري
B-235	(chuckling) You kinky devil.	أيتها الشيطانة القذرة .	N-F	أيها الشيطان القذر .	
B-236	(door opens) Good to see you, too, magnolia. (door closes)	من الرائع رؤيتك أيضا ماجنوليا	N-B		
B-237	(exhales) You know, at some point, this swamp is gonna be, like, 90% dead bodies.	اتعلمين عند نقطه معينه هذا المستنقع سيكون 90 % منه جثث ميته	N-F	أتعلم عند نقطه معينه هذا المستنقع سيكون 90 % منه جثث ميته	
B-238	(grunts) What are you doing?	ماذا تفعل ؟	N-M	ماذا تفعلين ؟	
B-239	(knocking at door) m-maybe, uh, 'cause you had a bed-wetting problem as a kid!	ممكن ، لأنه كانت لديك مشكلة التبول على السرير وأنت طفل !	N-M	ممكن ، لأنه كانت لديك مشكلة التبول على السرير وأنت طفلة !	
B-240	(laughs) - You never had one?	- ألم تمتلك واحدا مثله ؟	N-M	- ألم تمتلكي واحدا مثله ؟	
B-241	(sniffles) Lavon, you're the best.	لافون أنت الأفضل	N-B		
B-242	) Found your sea legs?	- هل استعدت قدرتك على السير ؟	N-B		
B-243	* Are you!	* أنت !	N-B		
B-244	* Cool down, Papa, don't you blow your top. *	واهدأ يا رفيق ، لا تفسد طيرانك	N-M	واهدئي يا رفيقة ، لا تفسدي طيرانك	
B-245	* Happy Birthday to you * Yay! Yay!	عيد ميلاد سعيد لك تمنى امنية	N-M	عيد ميلاد سعيد لك تمني امنية	
B-246	* if all you can rely on is * * the feel * * of your feet * * on the worst Thorn * * all * * you can * * depend on is... *	* إذا كان كل ما يمكنكم الأعتماد عليه هو * * الشعور * * بأقدامكم *	N-M!	* إذا كان كل ما يمكنك، الأعتماد عليه هو * * الشعور * * بأقدامكن *	
B-247	* if we could show you those *	* لو كشفنا ما لدينا *	B!-N		
B-248	* if you don't make connections * * then your whole life is a mess *	* وإذا لم تتواصل * * فحياتك زبالة *	N-M	* وإذا لم تتواصلي * * فحياتك زبالة *	
B-249	*** You're obviously not from around here.	لو أخبرتك سبب المنجل ، فمن الجلي أنك لست من سكان المنطقة .	B-B		
B-250	*You're not going anywhere.	لن تذهب لأي مكان	N-M	لن تذهبي لأي مكان	
B-251	*the thunderstorms within your purity* it's too late,isn't it?	لقد فات الأوان ، صحيح ؟	N-N		
B-252	- "...will you..."	- ساعطيك	B-B		
B-253	- "Hey, what a chick you are! "	- مرحى ، يا لك من مزة " ! "	B-S		
B-254	-You'd better sit down- What is your problem?	ما مشكلتك ؟	N-B		
B-255	- $5.00. - darnell,how much money you got on you?	خمسة - دارنيل ) ، كم لديك من المال ؟	N-B		
B-256	- 'Cause you seem a little jumpy.	- لأنك تبدين عصبية قليلا .	N-F	- لأنك تبدو عصبي قليلا .	
B-257	- 'You were great in there.' - Holy crap.	لقد كنتي جيدة للغاية هناك ـ يا للهول ـ	N-F	لقد كنت جيد للغاية هناك ـ يا للهول ـ	كنتي
B-258	- (LAUGHING) - Thank you.	شكرا	B-N		
B-259	- ******* - yo you like her.	- نحن نعمل معا - أعتقد أنك معجب بها		HARD	Different first person
B-260	- ... supervised. - You sold $2.000 in a day.	لقد جنيت 2000 دولار اليوم	B-N		
B-261	- ... which of these charges are fraudulent. - Do you want to get off the phone?	أى من هذه المصروفات مزورة هل تريد إنهاء المكالمة ؟	N-M	أى من هذه المصروفات مزورة هل تريدين إنهاء المكالمة ؟	
B-262	- ...where you performed...	عمليات جراحية غير قانونية غير خاضعة للقوانين	N-N		
B-263	- A Reich that needs you!	مرحى ! - الراخ يحتاجكم !	N-M!	مرحى ! - الراخ يحتاجكن !	Bad translation 
B-264	- A bit early, aren't you?	- وصلت مبكرا ، أليس كذلك ؟	B-N		
B-265	- A blood clot in your lungs, Mr. Weiss.	- جلطة دموية في الرئتين ، والسيد فايس .	N-N		
B-266	- A lecture on courage from you?	محاضرة عن الشجاعة منك أنت ؟	N-B		
B-267	- A scarab brooch for you, Mrs. Landau? - Oh!	دبوس مزخرف من أجلك ( سيدة ( لوندا	N-F	دبوس مزخرف من أجلك ( سيد ( لوندا	
B-268	- AND YOU'RE RIGHT.	- وأنت على حق .	N-B		
B-269	- ARE YOU SURE THIS IS A GOOD IDEA?	هل أنت واثق من أنها فكرة جيدة ؟	N-M	هل أنت واثقة من أنها فكرة جيدة ؟	
B-270	- Absolutely. Oh, thank you.	شكرا لك	B-B		
B-271	- Again, you're welcome. - Okay.	مجددا ، العفو - حسنا -	B-N		
B-272	- Agh! - You OK?	أنت بخير ؟	N-B		
B-273	- Ah, you must be the Simpsons.	- مؤكد أنتما آل ( سمبسون )	N-B!		
B-274	- Ah, you're so sweet to say that.	- هذه مجاملة لطيفة منك .	N-B		
B-275	- Ah. Rest him. - Did you hear that?	هل سمعتم ذلك ؟	N-M!	هل سمعتن ذلك ؟	
B-276	- Alex, you're still here?	- أليكس ) ، لازلت هنا ؟ )	N-B		
B-277	- Alf, you know, on TV, the puppet.	- الأقزام التي في التليفزيون	N-N		
B-278	- All over your face?	على وجهك كله ؟	N-B		
B-279	- All right! - You guys have met, right?	حسنا انتم يارجال قد تقابلتم اليس ذلك صحيحا	B-M!	حسنا انتم يانساء قد تقابلتن اليس ذلك صحيحا	
B-280	- All right, Jack. We'll do that. - Thank you.	حسنا يا " جاك " ، سنقوم بذلك - شكرا لك -	B!-B		
B-281	- All right, call your guy.	تحدثي معهم تحدثي معهم	N-F	تحدث معهم تحدث معهم	
B-282	- All right, just catch your breath. Breathe.	كل الحق ، مجرد التقاط أنفاسك .	N-B		
B-283	- All right, move 'em out! - Liar! You betrayed us!	حسنا أخرجوهم - أيها الكاذب ، أنت خنتنا -		HARD	
B-284	- All right, now your turn.	- حسنا ، والآن دورك	B-B		
B-285	- All right, you know what,	حسنا ، أتعلم ماذا	B-M	حسنا ، أتعلمين ماذا	
B-286	- All right. - What are you doing?	حسنا - ماذا تفعل ؟	B-M	حسنا - ماذا تفعلين ؟	
B-287	- All right. What is your name?	حسنا ، ما اسمك ؟	B-B		
B-288	- All right. You're welcome.	حسنا ، العفو . .	B-N		
B-289	- All we have is a photo, you set it yourself! - Go get fucked.	كل ما بيننا صور ، جمعتها بنفسك اذهبي وجدى من ينكحك		HARD	
B-290	- All you got. Get it all out.	- كل ما لديك ، هيا أخرجيها	N-F	- كل ما لديك ، هيا أخرجها	
B-291	- Alright, that's for you!	حسنا ، ذلك كان لكم	B-M!	حسنا ، ذلك كان لكن	
B-292	- Alvey, do you know how easy it is	- ألفي ) ، أتعرف مدى سهولة ذلك ؟ )	N-M	- ألفي ) ، أتعرفين مدى سهولة ذلك ؟ )	
B-293	- Always the bridesmaid, never the bride. - Who got you into this business?	دائما الوصيفة ، ليست العروس من حصل لك على هذا العمل ؟		HARD	
B-294	- And Victoria didn't see you?	ولم تراكم " فيكتوريا " ؟	N-M!	ولم تراكن " فيكتوريا " ؟	
B-295	- And a Benadryl, if you have one.	- ومن بينادريل ، إذا كان لديك واحدة .	N-B		
B-296	- And can promise that you never doing something so dangerous again.	وأن تعدنا أنك لن تفعل شيئا خطيرا مرة أخرى .	B!-M	وأن تعديننا أنك لن تفعلي شيئا خطيرا مرة أخرى .	
B-297	- And did you see that man over there on the night in question?	- وهل رأيت ذلك الرجل الذي هناك في يوم الحادثة ؟	N-B		
B-298	- And have you asked yourself why?	- وهل سألت نفسك لماذا ؟	N-B		
B-299	- And how do you want it? - ln money please	بفئه المال رجاء	N-N		
B-300	- And how old were you?	15 .	N-N		
B-301	- And make arrangements for your transfer... - Transfer?	. . . و أرتب لنقلك إلى - نقلي ؟		HARD	More than one sentence
B-302	- And she wants to break up with you.	- وهي تريد الانفصال عنك .	N-B		
B-303	- And so... - Henceforth, do as you are told!	وهكذا = من الآن فصاعدا ، أفعل كما يقال لك =	N-M	وهكذا = من الآن فصاعدا ، افعلي كما يقال لك =	
B-304	- And that's room 313. - Thank you.	وهذة الغرفة 313 شكرا لك	B-B		
B-305	- And that's you.	- وهذا انت .	N-M	- وهذه أنت .	
B-306	- And the thing you want - ...is incredible.	- والشيء تريد - . . . مدهش .	N-M	- والشيء تريدين - . . . مدهش .	
B-307	- And then you can steal her...	وبعد ذلك يمكنك سرقتها . . الروح	N-B		
B-308	- And what were you listening to?	- وما الذي تستمعين إليه ؟	N-F	- وما الذي تستمع إليه ؟	
B-309	- And what's your birthday?	- و متى عيد ميلادك ؟	N-B		
